user_id,name,age,gender,city_tier,occupation,monthly_income,monthly_expenses,monthly_savings,recharge_frequency,average_recharge_amount,electricity_payment_rate,water_payment_rate,internet_payment_rate,late_bill_count,upi_transactions,wallet_transactions,ecommerce_orders,payment_consistency,digital_activity_score,expense_ratio,savings_ratio,financial_discipline,credit_score,credit_category
5099,Ekalinga Seshadri,56,Female,Tier-1,Business Owner,48395,34983,12230,10,399,92,99,92,2,324,29,8,94.33,361,0.72,0.25,74.75,591,Fair
5100,Raghav Date,27,Male,Tier-1,Freelancer,23375,19170,2350,9,239,99,76,76,0,224,41,12,83.67,277,0.82,0.1,62.85,585,Fair
5101,Praneel Andra,19,Male,Tier-1,Student,24537,21058,1124,8,299,91,90,100,1,126,30,2,93.67,158,0.86,0.05,64.21,552,Fair
5102,Frado Brahmbhatt,23,Female,Tier-1,Student,10643,8568,663,11,239,77,91,93,0,231,65,4,87.0,300,0.81,0.06,67.37,601,Fair
5103,Oni Dara,38,Male,Tier-1,Salaried,43447,31460,9793,11,399,90,95,93,1,207,18,11,92.67,236,0.72,0.23,75.1,600,Fair
5104,Xiti Krish,36,Male,Tier-2,Freelancer,40031,27608,9934,9,299,79,89,96,1,305,76,9,88.0,390,0.69,0.25,69.44,622,Fair
5105,Tripti Doctor,41,Male,Tier-1,Salaried,31200,23595,6819,10,399,97,95,96,1,116,29,7,96.0,152,0.76,0.22,74.56,590,Fair
5106,Peter Chowdhury,39,Male,Tier-2,Salaried,61760,42607,16546,12,499,92,99,95,0,151,39,5,95.33,195,0.69,0.27,79.7,637,Fair
5107,Upkaar Gupta,32,Male,Tier-1,Salaried,25779,15700,8971,12,499,96,100,93,0,146,44,9,96.33,199,0.61,0.35,82.61,639,Fair
5108,Sanya Nadig,20,Male,Tier-2,Student,7970,5821,578,12,299,97,77,91,2,265,74,8,88.33,347,0.73,0.07,70.34,582,Fair
5109,Samarth Sachdev,24,Female,Tier-3,Student,9437,5362,1331,12,399,75,82,99,2,130,66,12,85.33,208,0.57,0.14,70.9,576,Fair
5110,Arjun Sinha,19,Male,Tier-1,Student,16886,12950,1693,8,239,98,100,82,3,267,54,2,93.33,323,0.77,0.1,65.67,552,Fair
5111,Samar Dass,35,Male,Tier-2,Salaried,38371,24181,12324,11,399,92,94,100,1,210,21,10,95.33,241,0.63,0.32,79.3,625,Fair
5112,Vanya Mand,38,Male,Tier-2,Salaried,68044,47422,17872,10,499,100,95,91,1,133,39,8,95.33,180,0.7,0.26,75.55,601,Fair
5113,Upasna Ganesan,34,Female,Tier-3,Salaried,62949,41868,18865,11,599,91,97,93,1,157,35,4,93.67,196,0.67,0.3,77.82,619,Fair
5114,Ranveer Gour,35,Female,Tier-1,Gig Worker,34045,27251,4715,9,299,92,85,79,1,235,28,3,85.33,266,0.8,0.14,64.82,556,Fair
5115,Dalaja Prasad,21,Female,Tier-2,Gig Worker,10765,7916,1553,9,199,73,70,83,3,210,26,3,75.33,239,0.74,0.14,59.99,504,Poor
5116,Hemangini Shere,37,Male,Tier-1,Freelancer,16050,12701,1502,12,399,78,84,91,2,288,59,9,84.33,356,0.79,0.09,68.97,566,Fair
5117,Qushi Subramanian,23,Female,Tier-1,Student,10718,7919,1557,12,399,76,88,99,0,183,70,10,87.67,263,0.74,0.15,72.19,622,Fair
5118,Jonathan Wali,40,Female,Tier-3,Freelancer,35503,24411,9269,8,399,88,88,89,1,204,72,10,88.33,286,0.69,0.26,68.0,598,Fair
5119,Aadi Bahl,34,Male,Tier-2,Salaried,63324,46308,14101,12,599,93,97,98,1,235,32,9,96.0,276,0.73,0.22,78.68,630,Fair
5120,Yashasvi Barad,33,Female,Tier-1,Business Owner,108380,67620,38485,11,599,92,94,98,0,385,38,6,94.67,429,0.62,0.36,79.99,651,Good
5121,Harini Palla,35,Male,Tier-3,Freelancer,32151,20777,9296,9,399,88,99,99,3,334,47,5,95.33,386,0.65,0.29,74.34,599,Fair
5122,Harrison Sane,25,Male,Tier-3,Salaried,47068,27539,18308,12,399,96,94,90,1,200,18,4,93.33,222,0.59,0.39,82.34,638,Fair
5123,Zansi Nadig,42,Female,Tier-1,Gig Worker,10946,8207,1232,11,299,80,92,89,4,126,55,2,87.0,183,0.75,0.11,68.88,526,Poor
5124,Jatin Sethi,26,Female,Tier-1,Salaried,72548,57388,13221,12,299,94,100,100,0,169,20,5,98.0,194,0.79,0.18,78.47,625,Fair
5125,Yatan Sastry,44,Female,Tier-3,Business Owner,84807,51494,32564,12,399,94,93,94,0,388,19,11,93.67,418,0.61,0.38,82.35,653,Good
5126,Mohini Khosla,39,Male,Tier-3,Gig Worker,39487,30657,5905,7,199,81,72,71,2,144,29,6,74.67,179,0.78,0.15,55.82,511,Poor
5127,Gaurika Prashad,38,Male,Tier-2,Freelancer,27303,22877,3882,10,239,91,82,86,1,263,27,9,86.33,299,0.84,0.14,67.43,583,Fair
5128,Saumya Mani,38,Female,Tier-1,Salaried,50957,38392,11356,10,599,99,91,97,0,160,18,8,95.67,186,0.75,0.22,74.52,609,Fair
5129,Yug Andra,21,Female,Tier-3,Student,19977,16375,1924,9,199,96,78,94,0,129,43,4,89.33,176,0.82,0.1,65.56,576,Fair
5130,Raghav Keer,18,Female,Tier-3,Student,8099,7129,329,11,199,90,80,81,2,124,30,9,83.67,163,0.88,0.04,65.05,539,Poor
5131,Chaman Gopal,18,Female,Tier-1,Student,16513,13671,695,8,399,78,90,96,3,166,42,12,88.0,220,0.83,0.04,61.26,531,Poor
5132,Anita Buch,36,Male,Tier-2,Salaried,61397,41817,17542,11,499,100,96,100,1,104,28,9,98.67,141,0.68,0.29,79.9,620,Fair
5133,Tejas Panchal,54,Male,Tier-2,Business Owner,60973,40111,20087,10,499,100,100,97,1,404,20,14,99.0,438,0.66,0.33,79.38,647,Fair
5134,Leela Pal,32,Female,Tier-1,Business Owner,66435,37072,28486,11,399,95,94,93,0,309,25,7,94.0,341,0.56,0.43,81.86,676,Good
5135,Kai Mandal,34,Male,Tier-3,Freelancer,62233,43563,15800,10,299,90,91,100,1,296,22,7,93.67,325,0.7,0.25,74.45,619,Fair
5136,Brijesh Korpal,18,Male,Tier-2,Student,11872,8892,585,11,199,87,77,96,2,120,30,11,86.67,161,0.75,0.05,66.81,544,Poor
5137,Lakshmi Kade,44,Male,Tier-3,Business Owner,77038,44769,31719,12,399,90,95,97,1,358,15,10,94.0,383,0.58,0.41,83.35,650,Good
5138,Hredhaan Goyal,24,Female,Tier-2,Salaried,47559,35165,10513,12,599,93,95,97,1,109,45,12,95.0,166,0.74,0.22,78.13,597,Fair
5139,Vasana Panchal,32,Female,Tier-1,Salaried,87999,72064,14843,12,399,95,98,100,0,162,32,9,97.67,203,0.82,0.17,77.89,622,Fair
5140,Nachiket Nadkarni,40,Female,Tier-1,Salaried,75185,61944,12387,11,299,97,97,99,0,172,23,12,97.67,207,0.82,0.16,75.78,608,Fair
5141,Ganga Nanda,23,Female,Tier-2,Salaried,45650,26463,17611,12,499,90,97,96,0,165,10,14,94.33,189,0.58,0.39,82.74,656,Good
5142,Atharv Kala,23,Male,Tier-3,Student,19210,16620,1872,11,239,82,92,84,0,134,58,4,86.0,196,0.87,0.1,67.92,570,Fair
5143,Adweta Badami,22,Female,Tier-1,Student,22223,17408,2182,8,399,92,86,80,2,238,59,5,86.0,302,0.78,0.1,61.95,557,Fair
5144,Chasmum Bahri,28,Male,Tier-3,Gig Worker,39625,34227,3994,6,299,83,90,73,1,236,74,1,82.0,311,0.86,0.1,56.02,542,Poor
5145,Imaran Bansal,44,Female,Tier-2,Gig Worker,14837,10400,2060,7,299,90,92,75,2,141,67,4,85.67,212,0.7,0.14,61.0,540,Poor
5146,Harshil D’Alia,34,Male,Tier-1,Gig Worker,32675,28192,1791,10,199,94,90,80,1,246,28,9,88.0,283,0.86,0.05,65.64,572,Fair
5147,Harsh Keer,35,Male,Tier-2,Salaried,48589,28190,17801,11,599,96,97,97,1,131,22,4,96.67,157,0.58,0.37,81.32,630,Fair
5148,Vritti Tiwari,25,Female,Tier-2,Freelancer,15099,8133,4251,11,399,88,81,79,2,259,85,12,82.67,356,0.54,0.28,71.78,599,Fair
5149,Chaitaly Dugar,41,Male,Tier-1,Salaried,74910,46521,25865,10,599,97,100,90,1,116,46,15,95.67,177,0.62,0.35,78.19,621,Fair
5150,Eesha Zachariah,25,Male,Tier-1,Salaried,78203,51608,25808,11,299,94,93,98,0,122,32,7,95.0,161,0.66,0.33,79.4,631,Fair
5151,Vasudha Chadha,41,Female,Tier-1,Business Owner,88609,54195,32570,11,599,98,95,100,2,325,21,11,97.67,357,0.61,0.37,81.86,630,Fair
5152,Sai Parmer,22,Female,Tier-2,Gig Worker,34066,29097,3658,10,239,76,95,84,4,87,32,9,85.0,128,0.85,0.11,65.72,492,Poor
5153,Om Sen,37,Female,Tier-3,Freelancer,22705,14497,6639,11,399,86,97,96,1,315,66,5,93.0,386,0.64,0.29,77.27,640,Fair
5154,Girish Agate,40,Male,Tier-2,Business Owner,96040,74100,20450,12,399,95,99,99,0,316,10,7,97.67,333,0.77,0.21,79.22,647,Fair
5155,Wahab Barad,37,Female,Tier-1,Freelancer,62693,51888,9028,9,299,84,100,86,3,332,59,6,90.0,397,0.83,0.14,67.32,563,Fair
5156,Gavin Chokshi,23,Male,Tier-1,Freelancer,25333,15511,7269,12,299,99,93,85,1,299,48,14,92.33,361,0.61,0.29,78.77,631,Fair
5157,Indrajit Setty,40,Male,Tier-1,Salaried,50023,32667,14413,11,399,91,100,90,0,217,24,9,93.67,250,0.65,0.29,77.48,625,Fair
5158,Rayaan Gupta,24,Female,Tier-1,Student,16540,11798,2155,11,199,95,99,89,2,141,70,6,94.33,217,0.71,0.13,73.08,567,Fair
5159,Aryan Baria,29,Male,Tier-3,Business Owner,64020,34806,26897,12,499,98,98,98,1,475,30,20,98.0,525,0.54,0.42,85.6,665,Good
5160,Yagnesh Sahni,29,Male,Tier-3,Freelancer,26026,18247,5745,11,239,92,86,86,0,184,70,5,88.0,259,0.7,0.22,72.62,621,Fair
5161,Eshana Boase,44,Female,Tier-1,Salaried,87987,55554,30029,10,499,93,99,95,1,204,48,5,95.67,257,0.63,0.34,78.07,617,Fair
5162,Waida Jha,21,Male,Tier-2,Student,20922,17572,2100,12,239,90,81,92,1,132,26,7,87.67,165,0.84,0.1,70.84,572,Fair
5163,Samar Butala,45,Male,Tier-3,Salaried,60541,37503,21075,10,299,98,94,94,1,236,47,4,95.33,287,0.62,0.35,78.11,620,Fair
5164,Noah Bandi,32,Male,Tier-1,Salaried,43967,34423,7146,10,299,92,95,95,1,230,19,9,94.0,258,0.78,0.16,71.88,589,Fair
5165,Nimrat Mangat,19,Female,Tier-3,Student,6021,3829,869,11,239,95,86,89,0,213,60,5,90.0,278,0.64,0.14,71.33,623,Fair
5166,Gaurangi Mani,28,Male,Tier-3,Business Owner,52573,35943,16002,12,499,98,95,100,0,459,36,20,97.67,515,0.68,0.3,81.96,676,Good
5167,Lohit Mitra,18,Male,Tier-1,Student,22568,19436,1567,12,299,77,75,84,0,193,45,7,78.67,245,0.86,0.07,65.42,579,Fair
5168,Kiaan Bhatnagar,24,Female,Tier-2,Student,10464,8243,1398,8,399,77,86,85,2,127,25,11,82.67,163,0.79,0.13,61.34,535,Poor
5169,Qarin Taneja,21,Male,Tier-3,Freelancer,34595,25760,6314,8,239,87,80,79,2,161,29,10,82.0,200,0.74,0.18,62.48,541,Poor
5170,Laban Gera,32,Female,Tier-2,Salaried,77632,53621,22249,12,299,99,92,93,0,204,11,15,94.67,230,0.69,0.29,79.93,650,Good
5171,Ayush Nair,23,Male,Tier-1,Student,5623,2339,419,8,299,90,94,92,2,152,50,5,92.0,207,0.42,0.07,64.24,567,Fair
5172,Nakul Tella,26,Female,Tier-2,Freelancer,62943,45056,16749,12,399,80,79,77,3,152,34,9,78.67,195,0.72,0.27,71.32,554,Fair
5173,Rachit Atwal,25,Female,Tier-2,Salaried,50938,33898,15387,11,299,93,97,90,0,166,11,12,93.33,189,0.67,0.3,77.73,638,Fair
5174,Neha Kant,33,Female,Tier-2,Salaried,71776,58158,11562,10,599,100,94,93,0,129,46,5,95.67,180,0.81,0.16,72.67,603,Fair
5175,Arjun Dhar,38,Female,Tier-3,Freelancer,16559,11871,2819,8,399,96,85,100,1,338,83,12,93.67,433,0.72,0.17,67.94,615,Fair
5176,Reyansh Tiwari,19,Male,Tier-1,Student,16593,13391,462,12,239,81,95,87,0,157,23,8,87.67,188,0.81,0.03,68.67,576,Fair
5177,Megha Merchant,39,Male,Tier-1,Salaried,43518,31522,10191,10,299,93,94,99,1,231,30,11,95.33,272,0.72,0.23,74.69,604,Fair
5178,Nathan Oommen,25,Female,Tier-1,Salaried,88990,74246,14068,12,399,91,91,98,1,144,10,9,93.33,163,0.83,0.16,75.41,597,Fair
5179,Guneet Babu,48,Female,Tier-3,Business Owner,48627,33789,12670,12,599,99,99,96,0,405,29,8,98.0,442,0.69,0.26,80.82,651,Good
5180,Advika Sanghvi,29,Male,Tier-1,Business Owner,102250,78793,20971,11,499,96,92,91,1,341,31,8,93.0,380,0.77,0.21,74.65,608,Fair
5181,Wyatt Bhandari,26,Female,Tier-2,Salaried,63284,36995,23437,11,499,99,94,91,0,164,30,8,94.67,202,0.58,0.37,80.44,633,Fair
5182,Bina Nadkarni,38,Male,Tier-2,Salaried,59479,38570,19967,10,399,94,90,100,1,209,35,5,94.67,249,0.65,0.34,77.4,624,Fair
5183,Sanaya Deshpande,56,Female,Tier-1,Business Owner,75313,48080,26601,12,599,90,90,96,0,390,12,8,92.0,410,0.64,0.35,80.6,647,Fair
5184,Girish Ganesh,37,Male,Tier-2,Salaried,55269,33445,20177,11,399,91,96,93,1,140,50,8,93.33,198,0.61,0.37,79.62,619,Fair
5185,Vasana Mannan,33,Male,Tier-3,Salaried,45090,30670,11909,12,299,95,95,99,0,237,47,11,96.33,295,0.68,0.26,80.09,648,Fair
5186,Veer Balakrishnan,36,Male,Tier-2,Business Owner,81827,45198,35343,12,399,97,94,92,0,279,20,6,94.33,305,0.55,0.43,84.12,679,Good
5187,Onveer Babu,28,Male,Tier-3,Business Owner,41450,30380,9390,11,399,93,92,93,0,444,49,7,92.67,500,0.73,0.23,75.13,628,Fair
5188,Jack Balasubramanian,26,Female,Tier-2,Salaried,56947,37439,16917,12,499,93,98,94,0,103,40,5,95.0,148,0.66,0.3,80.41,626,Fair
5189,Eta Chad,18,Male,Tier-3,Student,12986,10622,1467,8,299,94,76,100,1,175,79,5,90.0,259,0.82,0.11,64.39,566,Fair
5190,Ekansh Dutta,30,Male,Tier-2,Business Owner,86626,52003,32433,10,599,90,100,97,0,272,14,11,95.67,297,0.6,0.37,79.07,658,Good
5191,Turvi Nair,36,Male,Tier-1,Gig Worker,37763,33046,3986,10,199,82,77,70,1,176,29,9,76.33,214,0.88,0.11,61.33,538,Poor
5192,Ikshita Dasgupta,41,Female,Tier-1,Salaried,74910,47465,25480,10,599,93,100,94,0,190,28,11,95.67,229,0.63,0.34,78.04,641,Fair
5193,Yochana Gade,53,Male,Tier-3,Business Owner,108173,79682,27717,10,399,99,99,91,2,457,45,20,96.33,522,0.74,0.26,75.85,609,Fair
5194,Yahvi Goswami,23,Male,Tier-3,Freelancer,67997,46299,19202,8,299,90,97,75,0,297,87,5,87.33,389,0.68,0.28,68.14,628,Fair
5195,Kiaan Ganesan,33,Female,Tier-2,Salaried,51501,35728,14115,11,599,96,96,91,0,120,38,11,94.33,169,0.69,0.27,77.39,637,Fair
5196,Ridhi Saxena,24,Male,Tier-1,Student,17373,15408,1160,10,239,100,90,90,1,195,80,10,93.33,285,0.89,0.07,68.67,578,Fair
5197,Leela Srinivasan,23,Female,Tier-2,Salaried,76348,61256,13262,10,499,95,98,94,1,181,38,7,95.67,226,0.8,0.17,73.04,588,Fair
5198,Gagan Kari,21,Male,Tier-2,Student,8542,6511,945,10,199,81,78,81,2,230,79,7,80.0,316,0.76,0.11,63.32,554,Fair
5199,Hredhaan Ratti,28,Female,Tier-2,Gig Worker,21659,16698,2298,8,239,95,76,72,2,227,27,4,81.0,258,0.77,0.11,59.68,527,Poor
5200,Kalpit Amble,24,Male,Tier-2,Student,24228,22303,1288,9,239,87,99,87,1,235,22,12,91.0,269,0.92,0.05,65.09,577,Fair
5201,Neha Minhas,24,Female,Tier-1,Student,24878,20044,3292,8,239,79,79,94,3,145,42,10,84.0,197,0.81,0.13,61.97,533,Poor
5202,Wakeeta Jain,23,Male,Tier-3,Freelancer,50476,36713,12379,11,399,84,80,80,1,180,62,11,81.33,253,0.73,0.25,70.02,578,Fair
5203,Neelima Hegde,21,Male,Tier-2,Student,16490,12418,1382,9,299,75,94,94,0,257,25,6,87.67,288,0.75,0.08,64.35,589,Fair
5204,Onveer Handa,24,Female,Tier-3,Gig Worker,30921,23801,4659,11,239,86,93,73,5,198,44,2,84.0,244,0.77,0.15,68.52,512,Poor
5205,Inaya Chanda,21,Female,Tier-2,Student,19158,15902,1107,12,299,95,99,92,2,151,57,4,95.33,212,0.83,0.06,73.4,556,Fair
5206,Balhaar Desai,33,Male,Tier-1,Freelancer,69548,53812,14747,11,399,97,84,80,0,314,26,6,87.0,346,0.77,0.21,71.86,617,Fair
5207,Meghana Ray,18,Female,Tier-2,Student,8548,4955,1171,8,399,76,84,80,2,247,54,12,80.0,313,0.58,0.14,60.11,551,Fair
5208,Oliver Thakur,34,Female,Tier-1,Salaried,33891,27078,6083,12,599,90,92,90,1,161,46,11,90.67,218,0.8,0.18,74.72,603,Fair
5209,Hritik Khurana,24,Female,Tier-2,Freelancer,42717,35551,4636,10,399,77,76,89,3,178,70,13,80.67,261,0.83,0.11,63.59,530,Poor
5210,Anika Sarraf,21,Female,Tier-1,Student,17606,13398,2620,8,399,83,92,90,2,281,71,6,88.33,358,0.76,0.15,64.63,578,Fair
5211,Nathan Wagle,31,Female,Tier-2,Salaried,73052,49897,22219,12,599,94,95,93,1,243,28,9,94.0,280,0.68,0.3,80.12,620,Fair
5212,Bhavya Mital,59,Male,Tier-1,Business Owner,94464,63206,28849,11,399,91,95,95,0,330,27,7,93.67,364,0.67,0.31,78.0,651,Good
5213,Wriddhish Mukherjee,19,Female,Tier-2,Student,17447,12280,2508,8,399,91,86,80,3,174,39,7,85.67,220,0.7,0.14,63.15,539,Poor
5214,Yauvani Rattan,39,Female,Tier-1,Freelancer,47216,31619,13319,8,239,84,86,95,3,279,90,5,88.33,374,0.67,0.28,68.63,582,Fair
5215,Tanvi Tripathi,20,Male,Tier-2,Student,10989,8616,514,12,239,91,91,100,3,122,78,2,94.0,202,0.78,0.05,72.4,536,Poor
5216,Veer Sha,53,Female,Tier-3,Business Owner,63853,41931,20370,10,499,98,96,91,2,297,16,7,95.0,320,0.66,0.32,77.07,597,Fair
5217,Tara Hora,43,Female,Tier-3,Gig Worker,26432,22725,2927,7,239,73,81,90,3,199,34,3,81.33,236,0.86,0.11,57.99,518,Poor
5218,Ekiya Dasgupta,35,Female,Tier-3,Gig Worker,22260,18418,2428,7,199,92,75,71,1,187,32,2,79.33,221,0.83,0.11,56.94,538,Poor
5219,Leena Rao,39,Female,Tier-1,Gig Worker,32760,26310,4481,9,239,95,94,87,1,123,44,4,92.0,171,0.8,0.14,68.1,563,Fair
5220,Gayathri Murthy,44,Male,Tier-3,Business Owner,88976,55547,31085,10,599,93,100,100,2,328,35,6,97.67,369,0.62,0.35,79.31,619,Fair
5221,Daksh Char,42,Female,Tier-3,Salaried,59224,35985,21466,11,499,95,96,91,0,209,13,14,94.0,236,0.61,0.36,79.87,652,Good
5222,Laksh Memon,23,Male,Tier-3,Gig Worker,37988,30927,5028,8,199,78,95,74,3,222,53,7,82.33,282,0.81,0.13,61.14,530,Poor
5223,Abdul Bansal,33,Female,Tier-2,Salaried,56251,44908,9737,11,499,93,98,94,1,105,43,15,95.0,163,0.8,0.17,74.69,606,Fair
5224,Devansh Ganguly,35,Female,Tier-3,Gig Worker,30137,24452,5184,7,299,70,89,74,4,197,29,5,77.67,231,0.81,0.17,57.99,479,Poor
5225,Eshana Dugal,44,Female,Tier-3,Business Owner,46886,29444,15562,12,599,91,97,93,1,278,42,14,93.67,334,0.63,0.33,80.79,644,Fair
5226,Owen Dash,20,Female,Tier-1,Student,10286,8156,1424,11,299,80,95,81,0,148,67,10,85.33,225,0.79,0.14,68.82,599,Fair
5227,Jhalak Sandal,40,Male,Tier-1,Salaried,86585,57317,27037,10,299,91,100,92,0,193,46,8,94.33,247,0.66,0.31,76.53,631,Fair
5228,Osha Kara,36,Male,Tier-3,Freelancer,52311,39807,11898,10,239,89,88,93,0,175,79,10,90.0,264,0.76,0.23,71.82,617,Fair
5229,Mahika Dani,31,Female,Tier-3,Freelancer,30006,18614,8393,11,239,96,78,94,1,247,49,12,89.33,308,0.62,0.28,75.06,624,Fair
5230,Harrison Dey,23,Male,Tier-2,Freelancer,32017,23167,7072,9,299,83,88,80,3,332,27,8,83.67,367,0.72,0.22,66.46,563,Fair
5231,Ishwar Divan,18,Male,Tier-3,Student,24094,20894,1002,11,199,80,85,97,2,122,38,9,87.33,169,0.87,0.04,66.91,529,Poor
5232,Siddharth Chana,29,Female,Tier-3,Business Owner,97380,69463,25487,11,499,90,90,97,2,367,26,6,92.33,399,0.71,0.26,76.02,601,Fair
5233,Peter Chatterjee,45,Female,Tier-2,Business Owner,73852,40954,30218,12,599,92,95,95,2,309,25,10,94.0,344,0.55,0.41,83.28,638,Fair
5234,Prisha Choudhry,40,Female,Tier-3,Salaried,28953,23250,4379,10,299,100,99,97,1,170,34,9,98.67,213,0.8,0.15,73.87,588,Fair
5235,Chanakya Chakraborty,51,Male,Tier-1,Business Owner,84306,53796,28780,10,599,100,100,97,1,282,23,9,99.0,314,0.64,0.34,79.74,648,Fair
5236,Tarak Bahri,30,Female,Tier-2,Salaried,43844,26057,15580,10,599,90,93,97,1,147,35,13,93.33,195,0.59,0.36,77.33,624,Fair
5237,Dhriti Palan,42,Female,Tier-2,Salaried,29249,20600,7186,12,299,93,99,94,1,241,48,7,95.33,296,0.7,0.25,79.04,615,Fair
5238,Vedhika Keer,25,Female,Tier-2,Salaried,49661,29322,19358,12,499,98,91,91,1,138,19,9,93.33,166,0.59,0.39,82.36,619,Fair
5239,Bhavika Manda,26,Male,Tier-3,Salaried,81424,59496,19324,10,399,94,96,100,0,196,24,13,96.67,233,0.73,0.24,75.45,621,Fair
5240,Indrajit Venkataraman,34,Female,Tier-3,Salaried,42809,32060,8261,11,299,99,100,99,0,201,13,4,99.33,218,0.75,0.19,77.46,630,Fair
5241,Finn Goel,27,Male,Tier-2,Freelancer,37194,27301,9264,8,299,78,90,89,1,202,85,5,85.67,292,0.73,0.25,66.31,588,Fair
5242,Yashoda Das,20,Female,Tier-1,Student,23333,19768,2817,10,399,93,88,97,0,123,35,4,92.67,162,0.85,0.12,69.96,581,Fair
5243,Vedant Patla,21,Female,Tier-2,Student,12286,10192,1330,12,199,85,94,100,2,298,39,5,93.0,342,0.83,0.11,73.75,575,Fair
5244,Wyatt Deo,23,Female,Tier-3,Salaried,70863,59373,10704,12,499,90,94,93,1,240,16,8,92.33,264,0.84,0.15,74.7,587,Fair
5245,Nandini Palla,45,Female,Tier-2,Salaried,85751,54228,30874,11,299,96,93,94,0,195,15,7,94.33,217,0.63,0.36,79.97,630,Fair
5246,Nakul Bobal,22,Female,Tier-1,Student,17243,15451,806,11,199,91,80,87,1,151,46,9,86.0,206,0.9,0.05,66.4,560,Fair
5247,Aditya Nayar,43,Male,Tier-3,Gig Worker,39688,32402,5579,6,299,84,94,80,3,222,31,5,86.0,258,0.82,0.14,59.22,513,Poor
5248,Arjun Kurian,27,Male,Tier-2,Salaried,68651,54538,11990,11,299,92,93,100,0,177,41,8,95.0,226,0.79,0.17,74.74,620,Fair
5249,Advik Parekh,22,Male,Tier-3,Gig Worker,28050,22416,2679,11,199,77,84,71,2,169,94,8,77.33,271,0.8,0.1,63.53,544,Poor
5250,Panini Mangal,37,Female,Tier-3,Freelancer,56556,38159,15456,8,299,91,88,90,1,307,47,9,89.67,363,0.67,0.27,69.03,604,Fair
5251,Kiaan Loyal,40,Male,Tier-3,Freelancer,53426,40601,12072,11,239,75,79,76,1,231,40,4,76.67,275,0.76,0.23,67.11,569,Fair
5252,Elijah Suri,24,Female,Tier-1,Student,13498,8949,1905,12,199,82,92,98,1,182,24,5,90.67,211,0.66,0.14,73.57,592,Fair
5253,Kabir Seth,27,Female,Tier-2,Freelancer,66935,55175,10119,9,399,83,94,81,3,341,34,3,86.0,378,0.82,0.15,65.54,533,Poor
5254,Dalbir Choudhury,22,Female,Tier-1,Student,15894,12252,2048,8,199,82,95,80,0,225,37,2,85.67,264,0.77,0.13,62.7,570,Fair
5255,Tanay Deshmukh,53,Male,Tier-1,Business Owner,56960,41363,13034,12,599,90,96,99,0,320,25,19,95.0,364,0.73,0.23,78.36,657,Good
5256,Qabil Mammen,39,Male,Tier-1,Salaried,34639,26175,5801,12,299,92,90,96,0,164,28,5,92.67,197,0.76,0.17,75.36,609,Fair
5257,Alexander Kota,34,Male,Tier-1,Freelancer,66120,52069,11393,10,399,77,85,75,2,276,62,9,79.0,347,0.79,0.17,64.67,550,Fair
5258,Yash Ramakrishnan,25,Male,Tier-1,Salaried,47165,36329,9703,10,399,91,94,99,0,134,43,14,94.67,191,0.77,0.21,73.51,628,Fair
5259,Nitara Ganesan,42,Female,Tier-1,Salaried,80697,59038,20203,11,599,92,96,92,1,213,16,13,93.33,242,0.73,0.25,76.18,617,Fair
5260,Rachit Suri,28,Male,Tier-3,Salaried,54086,34738,17226,11,399,90,98,97,0,164,10,7,95.0,181,0.64,0.32,79.05,630,Fair
5261,Adweta Ganguly,23,Female,Tier-1,Student,10411,7074,1107,10,299,75,88,88,3,291,79,9,83.67,379,0.68,0.11,65.02,551,Fair
5262,Qasim Gopal,23,Female,Tier-2,Student,21359,16562,2968,10,239,80,93,83,1,172,60,8,85.33,240,0.78,0.14,66.84,585,Fair
5263,Chatura Chatterjee,26,Male,Tier-1,Salaried,42067,28048,12479,10,299,91,95,99,0,155,45,6,95.0,206,0.67,0.3,76.4,617,Fair
5264,Rajata Dhawan,25,Male,Tier-3,Freelancer,59123,47201,11327,10,239,87,83,84,2,248,74,6,84.67,328,0.8,0.19,68.08,576,Fair
5265,Pushti Goswami,41,Female,Tier-1,Salaried,45502,30257,13074,12,499,99,94,90,1,204,29,8,94.33,241,0.66,0.29,79.79,620,Fair
5266,Neha Menon,38,Female,Tier-2,Salaried,68455,47284,20153,12,399,90,90,92,0,171,46,14,90.67,231,0.69,0.29,78.17,640,Fair
5267,Hardik Peri,24,Female,Tier-3,Salaried,56149,40876,12775,12,399,99,100,98,0,239,11,7,99.0,257,0.73,0.23,80.33,646,Fair
5268,Triveni Dixit,24,Female,Tier-3,Salaried,25665,19130,4265,11,599,98,99,97,1,112,24,15,98.0,151,0.75,0.17,75.99,597,Fair
5269,Bishakha Chakraborty,27,Male,Tier-2,Salaried,88842,58153,28196,10,599,99,96,100,0,228,37,13,98.33,278,0.65,0.32,78.69,657,Good
5270,Banjeet Munshi,60,Female,Tier-3,Business Owner,81909,51820,29071,10,499,97,92,92,2,301,15,11,93.67,327,0.63,0.35,77.48,627,Fair
5271,Max Pillay,23,Female,Tier-2,Student,19997,16043,1943,12,199,85,89,90,0,126,22,3,88.0,151,0.8,0.1,70.91,581,Fair
5272,Jagdish Mody,28,Male,Tier-1,Salaried,42112,24693,16686,11,399,97,100,99,1,230,12,15,98.67,257,0.59,0.4,83.22,640,Fair
5273,Charles Nagar,22,Male,Tier-3,Student,21193,16963,2770,8,399,91,99,98,3,137,50,10,96.0,197,0.8,0.13,67.92,537,Poor
